Gene1	Gene2	correlation
WDFY4	RP5.899E9.1	0.608069946189788
CEACAM21	RP5.899E9.1	0.395329801799733
FAM213A	RP5.899E9.1	0.268792657312612
DNASE2B	RP5.899E9.1	0.598334480721946
NHLH2	RP5.899E9.1	0.192934621695162
LINC01637	RP5.899E9.1	0.479114681967667
DPP6	RP5.899E9.1	-0.213539467196187
GUSB	RP5.899E9.1	0.46879832138843
GAPLINC	RP5.899E9.1	0.644102380966485
LRRN2	RP5.899E9.1	0.253077761666232
LTA4H	RP5.899E9.1	0.596344077395563
ADCY2	RP5.899E9.1	-0.261213731413593
CD300LF	RP5.899E9.1	0.556820181026167
FFAR4	RP5.899E9.1	0.526208308913985
FABP3	RP5.899E9.1	0.344522977093733
TREM2	RP5.899E9.1	0.624689751960729
FIG4	RP5.899E9.1	0.519149146509971
BHLHE41	RP5.899E9.1	0.351449047343213
CYP1B1	RP5.899E9.1	0.151042264768046
RP11.459I19.1	RP5.899E9.1	0.518874079498314
EVL	RP5.899E9.1	0.381798830202684
MFSD7	RP5.899E9.1	0.45051778315874
CD1A	RP5.899E9.1	0.412050370892829
TMEM130	RP5.899E9.1	0.0476209428907728
OR6K3	RP5.899E9.1	0.435693446524307
SLCO1B3	RP5.899E9.1	0.204987519486257
TMEM257	RP5.899E9.1	-0.22772581459106
CEACAM5	RP5.899E9.1	0.12580364277642
CYP1A2	RP5.899E9.1	0.160635762955582
FKBP15	RP5.899E9.1	0.503131781775759
ELF5	RP5.899E9.1	0.382868837486322
PRSS41	RP5.899E9.1	0.238814823145022
ADAMTSL4	RP5.899E9.1	0.250434406475547
LUZP2	RP5.899E9.1	-0.137780549648312
RP11.20G13.3	RP5.899E9.1	0.393457433371167
LINC00881	RP5.899E9.1	0.255215135194665
PYCARD	RP5.899E9.1	0.547924219238921
UNC13A	RP5.899E9.1	0.0512224150848053
AJAP1	RP5.899E9.1	-0.249554770433755
DPP7	RP5.899E9.1	0.259592126081449
JPH4	RP5.899E9.1	0.32667910345037
SPNS1	RP5.899E9.1	0.464767685086378
ZMYND15	RP5.899E9.1	0.428342924961095
SIDT2	RP5.899E9.1	0.195141398009333
DDHD1	RP5.899E9.1	0.182478133964765
FABP5	RP5.899E9.1	0.46376033808685
CDKN2A	RP5.899E9.1	0.0630204647707348
RP5.839B4.8	RP5.899E9.1	0.513668023285983
IL37	RP5.899E9.1	0.377049349845816
PTPN6	RP5.899E9.1	0.523538253182945
PARP15	RP5.899E9.1	0.357928636662961
PTPRO	RP5.899E9.1	0.568023559747807
DCSTAMP	RP5.899E9.1	0.556424109458849
LINC00677	RP5.899E9.1	0.373362117230512
GCHFR	RP5.899E9.1	0.544012792014425
PRAM1	RP5.899E9.1	0.458076102809633
SCPEP1	RP5.899E9.1	0.426031079145837
COMP	RP5.899E9.1	-0.0214619711882653
LPXN	RP5.899E9.1	0.601336076906542
MCOLN1	RP5.899E9.1	0.435564085986518
CD37	RP5.899E9.1	0.438745519855226
FIRRE	RP5.899E9.1	0.410431069950261
SPN	RP5.899E9.1	0.503184650519229
PVALB	RP5.899E9.1	0.439233899310629
GNGT2	RP5.899E9.1	0.515212309296656
SSX2IP	RP5.899E9.1	-0.0182795373467377
HLA.DMA	RP5.899E9.1	0.438424256710767
ATP6AP1	RP5.899E9.1	0.314000227409822
TUSC3	RP5.899E9.1	-0.210265729138456
SYTL5	RP5.899E9.1	-0.0533305999932938
ANGPT4	RP5.899E9.1	0.443061454380983
SOWAHD	RP5.899E9.1	0.60719172959291
ZFYVE26	RP5.899E9.1	0.42984787480062
CTD.2003C8.2	RP5.899E9.1	0.492450190822841
GRN	RP5.899E9.1	0.525230155280778
RP11.356N1.2	RP5.899E9.1	0.450273261076704
BCHE	RP5.899E9.1	-0.145489833659787
NAGPA	RP5.899E9.1	0.437480549222912
OLR1	RP5.899E9.1	0.2923554077463
EPHA7	RP5.899E9.1	-0.205063290817517
IRF5	RP5.899E9.1	0.546066004526495
HTRA4	RP5.899E9.1	0.596423305834965
MICAL1	RP5.899E9.1	0.285693578867541
SLC11A1	RP5.899E9.1	0.124657622666466
HLA.DMB	RP5.899E9.1	0.545833911683517
TRIM46	RP5.899E9.1	0.195813323656447
GPR160	RP5.899E9.1	0.302850731385695
ANO4	RP5.899E9.1	-0.173825687021374
DNASE1L3	RP5.899E9.1	0.106208201623439
CADM2	RP5.899E9.1	-0.222308502897497
SLC6A15	RP5.899E9.1	-0.204705601255029
VGLL1	RP5.899E9.1	0.0256124593905089
MSR1	RP5.899E9.1	0.426604486551668
CRLF1	RP5.899E9.1	0.0890129797301992
DOCK8	RP5.899E9.1	0.485369438509716
RP5.899E9.1	RP5.899E9.1	1
NOXA1	RP5.899E9.1	0.35170587337172
MAPK4	RP5.899E9.1	-0.150419086297109
DPCR1	RP5.899E9.1	0.275076978667571
CTD.2319I12.2	RP5.899E9.1	0.479042648250548
HEXB	RP5.899E9.1	0.474377101803228
MPND	RP5.899E9.1	0.482200286731344
GM2A	RP5.899E9.1	0.534773046538063
MS4A7	RP5.899E9.1	0.532965681264683
CYTL1	RP5.899E9.1	0.147194634931892
MCEMP1	RP5.899E9.1	0.407679866403799
OR13A1	RP5.899E9.1	0.346076234668857
ZNF589	RP5.899E9.1	0.366405949297944
EDC3	RP5.899E9.1	0.230968180301861
RPP25	RP5.899E9.1	0.259193840003582
NOS2	RP5.899E9.1	-0.269866334521681
PLCB2	RP5.899E9.1	0.418265827174902
TBXA2R	RP5.899E9.1	-0.121838466094145
LINC01526	RP5.899E9.1	0.432638173765546
ABCC3	RP5.899E9.1	0.380276287947913
C1orf162	RP5.899E9.1	0.489258946716887
LINC01827	RP5.899E9.1	0.375138729391463
CRHBP	RP5.899E9.1	-0.0298185885254338
KMO	RP5.899E9.1	0.554657820334654
RP11.291B21.2	RP5.899E9.1	0.0690884794059751
TMSB15A	RP5.899E9.1	-0.166410811375562
CAPG	RP5.899E9.1	0.557813363344153
EGR2	RP5.899E9.1	0.411130041837538
TMEM251	RP5.899E9.1	0.466478157005688
GPRIN3	RP5.899E9.1	0.179867786770735
FLVCR2	RP5.899E9.1	0.432093899481444
LGALS3	RP5.899E9.1	0.343821666798421
KIAA1161	RP5.899E9.1	-0.0442032317884969
KCNA2	RP5.899E9.1	0.365958852657986
SDCCAG8	RP5.899E9.1	0.202060223800901
GRM8	RP5.899E9.1	-0.221510928360382
DDB2	RP5.899E9.1	0.227414514987162
FCER1A	RP5.899E9.1	0.300865386754906
SNAP25	RP5.899E9.1	0.0482830391857266
LINC00632	RP5.899E9.1	-0.260597849496695
CYP2A6	RP5.899E9.1	-0.175356844326393
SIGLEC11	RP5.899E9.1	0.476665321702722
VSIG4	RP5.899E9.1	0.44732846224715
HECTD3	RP5.899E9.1	0.355338644696588
ALDH3A1	RP5.899E9.1	0.125246226728943
DUSP28	RP5.899E9.1	0.286891769746558
CD207	RP5.899E9.1	0.341803872521221
PRSS21	RP5.899E9.1	0.332193015609571
AP1G2	RP5.899E9.1	0.281814992600758
ANGPTL5	RP5.899E9.1	-0.206109904030672
ARHGEF10L	RP5.899E9.1	0.252666572989075
HSD3B7	RP5.899E9.1	0.401374954507046
RP4.809F18.1	RP5.899E9.1	0.0464550292459454
GPR15	NOXA1	0.0984534621842963
LHX9	NOXA1	0.272721580091491
AHRR	NOXA1	0.24475358909377
LINC01108	NOXA1	0.301373409575456
ITGAE	NOXA1	0.321754974421549
GPR55	NOXA1	0.319288756700477
PKD1L1	NOXA1	0.0705835030263068
GSG2	NOXA1	0.402132487682169
FBP1	NOXA1	0.419401954815309
CYP27A1	NOXA1	0.509990513230816
MYO1A	NOXA1	0.489151533033556
EYA4	NOXA1	-0.244445917540673
KRT79	NOXA1	0.207054702143256
CD101	NOXA1	0.348670893106277
SLITRK2	NOXA1	-0.0953660504648505
PCDH10	NOXA1	-0.132941228367935
ACOT4	NOXA1	0.41449336798173
STAC	NOXA1	0.266776400259566
CD52	NOXA1	0.270229564131791
VWC2	NOXA1	0.110002064519183
CYP1A1	NOXA1	0.121680568342282
SLC6A12	NOXA1	0.230360877451854
KCND2	NOXA1	-0.0668930990635361
ACP5	NOXA1	0.524880087011041
DACH2	NOXA1	-0.0301550188999602
CCDC88A	NOXA1	0.275056065014604
PNPLA6	NOXA1	0.254492774768227
SYT13	NOXA1	-0.0404900087273787
PCDH11X	NOXA1	-0.0322135120550107
ALOX5	NOXA1	0.411498650564494
PCAT14	NOXA1	0.0103332893400361
GGA2	NOXA1	0.320495130014956
PARVG	NOXA1	0.410673884115508
M1AP	NOXA1	0.605477454859186
ADTRP	NOXA1	0.285498315841574
PHLDA3	NOXA1	0.3253087566822
CD8B	NOXA1	0.0264482414618328
MAN2B1	NOXA1	0.455614569319001
PPARG	NOXA1	0.286246416961762
PNPLA3	NOXA1	0.347099550835797
JAML	NOXA1	0.373579887439657
PKP1	NOXA1	-0.218809650015302
CSTB	NOXA1	0.339506201931239
ATP6V0D2	NOXA1	0.305906512626112
RP11.621L6.3	NOXA1	0.397329174509466
TCEAL2	NOXA1	-0.118958511701665
GPD1	NOXA1	0.343326223893942
GNAZ	NOXA1	-0.0517092151916647
CATSPER1	NOXA1	0.345305313840559
KCNA10	NOXA1	0.269875557157182
PLA2G4E	NOXA1	0.264229225509256
AIFM3	NOXA1	0.44679837994001
WDFY4	NOXA1	0.398948084661448
CEACAM21	NOXA1	0.304986315487742
FAM213A	NOXA1	0.337784137952065
DNASE2B	NOXA1	0.298754182707809
NHLH2	NOXA1	0.349361112427095
LINC01637	NOXA1	0.531329161803513
DPP6	NOXA1	-0.113312962451097
GUSB	NOXA1	0.58947718790383
GAPLINC	NOXA1	0.354846785942547
LRRN2	NOXA1	0.176352256663979
LTA4H	NOXA1	0.347241135679067
ADCY2	NOXA1	-0.0712937395686461
CD300LF	NOXA1	0.382649128167746
FFAR4	NOXA1	0.476015303406459
FABP3	NOXA1	0.20189968776085
TREM2	NOXA1	0.410238703448401
FIG4	NOXA1	0.377634262789374
BHLHE41	NOXA1	0.241210367224834
CYP1B1	NOXA1	-0.166786110593043
RP11.459I19.1	NOXA1	0.512962500942831
EVL	NOXA1	0.302700808675153
MFSD7	NOXA1	0.488813915653679
CD1A	NOXA1	0.165795782620077
TMEM130	NOXA1	0.0993530131337813
OR6K3	NOXA1	0.201259782320224
SLCO1B3	NOXA1	0.234207673315176
TMEM257	NOXA1	-0.102262097413711
CEACAM5	NOXA1	0.1450389430738
CYP1A2	NOXA1	0.057878735187942
FKBP15	NOXA1	0.328250362734461
ELF5	NOXA1	0.411261255026213
PRSS41	NOXA1	0.336799562574418
ADAMTSL4	NOXA1	0.199967023185387
LUZP2	NOXA1	-0.176024276845728
RP11.20G13.3	NOXA1	0.204697840926518
LINC00881	NOXA1	0.192268141533109
PYCARD	NOXA1	0.439510119817736
UNC13A	NOXA1	-0.0188677284991861
AJAP1	NOXA1	-0.111138365396586
DPP7	NOXA1	0.484560328618265
JPH4	NOXA1	0.35681468161672
SPNS1	NOXA1	0.546329715075399
ZMYND15	NOXA1	0.590590858670256
SIDT2	NOXA1	0.197094416261126
DDHD1	NOXA1	0.129983265008736
FABP5	NOXA1	0.31245476423362
CDKN2A	NOXA1	0.0741501258876699
RP5.839B4.8	NOXA1	0.293706947798219
IL37	NOXA1	0.331634330895079
PTPN6	NOXA1	0.388527417276303
PARP15	NOXA1	0.447882100651023
PTPRO	NOXA1	0.381042762464045
DCSTAMP	NOXA1	0.24111655908542
LINC00677	NOXA1	0.362943208320756
GCHFR	NOXA1	0.551678597452161
PRAM1	NOXA1	0.392691281803944
SCPEP1	NOXA1	0.564700182909683
COMP	NOXA1	0.104714277061802
LPXN	NOXA1	0.30787359903008
MCOLN1	NOXA1	0.308655097665259
CD37	NOXA1	0.281329939576334
FIRRE	NOXA1	0.258850267765023
SPN	NOXA1	0.327773630751845
PVALB	NOXA1	0.194326054346734
GNGT2	NOXA1	0.257207071562488
SSX2IP	NOXA1	-0.0811012213088607
HLA.DMA	NOXA1	0.337729082101368
ATP6AP1	NOXA1	0.250467882882716
TUSC3	NOXA1	-0.186736925504788
SYTL5	NOXA1	0.1490263742707
ANGPT4	NOXA1	0.331794095135039
SOWAHD	NOXA1	0.478697276944929
ZFYVE26	NOXA1	0.427721821723324
CTD.2003C8.2	NOXA1	0.439183875515976
GRN	NOXA1	0.43202946099954
RP11.356N1.2	NOXA1	0.401787456026588
BCHE	NOXA1	-0.122279288731522
NAGPA	NOXA1	0.472487673771538
OLR1	NOXA1	0.105055035065722
EPHA7	NOXA1	-0.00908744414602754
IRF5	NOXA1	0.487119426721342
HTRA4	NOXA1	0.399343214458165
MICAL1	NOXA1	0.370598057301925
SLC11A1	NOXA1	0.239639680719075
HLA.DMB	NOXA1	0.505701632396138
TRIM46	NOXA1	0.316485724346538
GPR160	NOXA1	0.252916313938731
ANO4	NOXA1	-0.0809984700298068
DNASE1L3	NOXA1	0.079181173658812
CADM2	NOXA1	-0.135073746503526
SLC6A15	NOXA1	-0.195911765656117
VGLL1	NOXA1	0.151666278332222
MSR1	NOXA1	0.235377394063125
CRLF1	NOXA1	0.24266960461034
DOCK8	NOXA1	0.34489716214582
RP5.899E9.1	NOXA1	0.35170587337172
NOXA1	NOXA1	1
MAPK4	NOXA1	-0.12803314277836
DPCR1	NOXA1	0.364966385720563
CTD.2319I12.2	NOXA1	0.348902655107632
HEXB	NOXA1	0.27287938145112
MPND	NOXA1	0.468211216884643
GM2A	NOXA1	0.339885559080983
MS4A7	NOXA1	0.438812968972813
CYTL1	NOXA1	0.122163645187503
MCEMP1	NOXA1	0.10333443592736
OR13A1	NOXA1	0.327057250927932
ZNF589	NOXA1	0.47958196635706
EDC3	NOXA1	0.30616760790653
RPP25	NOXA1	0.24643729182291
NOS2	NOXA1	-0.284796504031006
PLCB2	NOXA1	0.390126969708115
TBXA2R	NOXA1	-0.112735205881879
LINC01526	NOXA1	0.385929251719756
ABCC3	NOXA1	0.476650834076454
C1orf162	NOXA1	0.335719755734876
LINC01827	NOXA1	0.264729894624752
CRHBP	NOXA1	0.0171705556117605
KMO	NOXA1	0.276699438024333
RP11.291B21.2	NOXA1	-0.0578789384433117
TMSB15A	NOXA1	-0.181218548074126
CAPG	NOXA1	0.41419501535154
EGR2	NOXA1	0.134046932822462
TMEM251	NOXA1	0.324382487954226
GPRIN3	NOXA1	0.0190054697605701
FLVCR2	NOXA1	0.369099320599769
LGALS3	NOXA1	0.240408733429306
KIAA1161	NOXA1	0.0592679589957672
KCNA2	NOXA1	0.302400055145507
SDCCAG8	NOXA1	0.536349313649669
GRM8	NOXA1	-0.229393259537083
DDB2	NOXA1	0.336608914949326
FCER1A	NOXA1	0.16725703761231
SNAP25	NOXA1	-0.0323894581058722
LINC00632	NOXA1	-0.294778420269283
CYP2A6	NOXA1	0.0681405736119999
SIGLEC11	NOXA1	0.378464360777959
VSIG4	NOXA1	0.349121440766278
HECTD3	NOXA1	0.542806447016002
ALDH3A1	NOXA1	0.234273165977504
DUSP28	NOXA1	0.553706610892826
CD207	NOXA1	0.118452225093221
PRSS21	NOXA1	0.198284608189679
AP1G2	NOXA1	0.353650633136346
ANGPTL5	NOXA1	-0.0799581032519419
ARHGEF10L	NOXA1	0.219746501592093
HSD3B7	NOXA1	0.201268844324834
RP4.809F18.1	NOXA1	0.0934739549304244
GPR15	MAPK4	-0.235836109793273
LHX9	MAPK4	-0.0699641187506236
AHRR	MAPK4	-0.232343523991952
LINC01108	MAPK4	-0.111723970966164
ITGAE	MAPK4	-0.279090077041022
GPR55	MAPK4	-0.190186909550914
PKD1L1	MAPK4	-0.122815407721813
GSG2	MAPK4	-0.304352934394897
FBP1	MAPK4	-0.0963370482473029
CYP27A1	MAPK4	-0.247026350127883
MYO1A	MAPK4	-0.154759966055646
EYA4	MAPK4	0.302120676958914
KRT79	MAPK4	-0.199376240569317
CD101	MAPK4	-0.148781334465403
SLITRK2	MAPK4	0.235444822260097
PCDH10	MAPK4	0.246004337342742
ACOT4	MAPK4	-0.0516671618217345
STAC	MAPK4	-0.15539780842547
CD52	MAPK4	-0.114307014864012
VWC2	MAPK4	-0.194241064593297
CYP1A1	MAPK4	0.0487816285196504
SLC6A12	MAPK4	-0.142749380540775
KCND2	MAPK4	-0.22422449515486
ACP5	MAPK4	-0.171242956498815
DACH2	MAPK4	-0.0238427521892318
CCDC88A	MAPK4	-0.286059833421452
PNPLA6	MAPK4	-0.25643303059061
SYT13	MAPK4	0.0886234259370238
PCDH11X	MAPK4	0.164270720717069
ALOX5	MAPK4	-0.113934995234671
PCAT14	MAPK4	0.0617091961883409
GGA2	MAPK4	-0.101025785218323
PARVG	MAPK4	-0.263570489636037
M1AP	MAPK4	-0.253788515013464
ADTRP	MAPK4	-0.132618775506433
PHLDA3	MAPK4	-0.291419001429777
CD8B	MAPK4	-0.242873682274676
MAN2B1	MAPK4	-0.235452077923595
PPARG	MAPK4	-0.17583928053701
PNPLA3	MAPK4	-0.0897226123069424
JAML	MAPK4	-0.143420330404561
PKP1	MAPK4	0.0561372727174967
CSTB	MAPK4	-0.073683729483626
ATP6V0D2	MAPK4	-0.0844274906639889
RP11.621L6.3	MAPK4	-0.219179272452868
TCEAL2	MAPK4	0.184268375943466
GPD1	MAPK4	-0.0525660840129602
GNAZ	MAPK4	0.363960862663263
CATSPER1	MAPK4	-0.0227462098251849
KCNA10	MAPK4	-0.136369385846935
PLA2G4E	MAPK4	-0.11454337651268
AIFM3	MAPK4	-0.189282227983248
WDFY4	MAPK4	-0.16538905636834
CEACAM21	MAPK4	-0.0780055644517342
FAM213A	MAPK4	-0.0721658825935525
DNASE2B	MAPK4	-0.0703572980047846
NHLH2	MAPK4	-0.0376689163855657
LINC01637	MAPK4	-0.163394807850857
DPP6	MAPK4	0.112492614576958
GUSB	MAPK4	-0.0931986883903299
GAPLINC	MAPK4	-0.0311159969294615
LRRN2	MAPK4	-0.284523353475213
LTA4H	MAPK4	-0.0112968887633455
ADCY2	MAPK4	0.0693774743891087
CD300LF	MAPK4	-0.08338225189824
FFAR4	MAPK4	-0.153756285088799
FABP3	MAPK4	-0.169379053361351
TREM2	MAPK4	-0.188665888671685
FIG4	MAPK4	-0.0800563745793622
BHLHE41	MAPK4	-0.224876820972719
CYP1B1	MAPK4	-0.0812653572543708
RP11.459I19.1	MAPK4	-0.196878261905795
EVL	MAPK4	-0.24835491049914
MFSD7	MAPK4	-0.252210195100411
CD1A	MAPK4	-0.0870517831106887
TMEM130	MAPK4	-0.15812905417621
OR6K3	MAPK4	-0.100394255862721
SLCO1B3	MAPK4	-0.103423215378801
TMEM257	MAPK4	0.0929233293938781
CEACAM5	MAPK4	0.0268648976002023
CYP1A2	MAPK4	0.0933614250071675
FKBP15	MAPK4	-0.163408955702525
ELF5	MAPK4	-0.0428899941650031
PRSS41	MAPK4	-0.040882064868739
ADAMTSL4	MAPK4	-0.244506734882641
LUZP2	MAPK4	0.0429520817415993
RP11.20G13.3	MAPK4	-0.210719084653414
LINC00881	MAPK4	-0.122666021347721
PYCARD	MAPK4	-0.17219343412368
UNC13A	MAPK4	-0.155282987341399
AJAP1	MAPK4	0.375719394074645
DPP7	MAPK4	-0.21918596244625
JPH4	MAPK4	-0.0746783147534543
SPNS1	MAPK4	-0.123622701905355
ZMYND15	MAPK4	-0.085563742698621
SIDT2	MAPK4	-0.219001545395119
DDHD1	MAPK4	-0.167781697654166
FABP5	MAPK4	-0.0351886299878968
CDKN2A	MAPK4	-0.214813317464141
RP5.839B4.8	MAPK4	-0.094468359383622
IL37	MAPK4	-0.195029649384689
PTPN6	MAPK4	-0.0857773160332817
PARP15	MAPK4	-0.20959585120576
PTPRO	MAPK4	-0.229478037087157
DCSTAMP	MAPK4	-0.230079306526076
LINC00677	MAPK4	-0.161365708049904
GCHFR	MAPK4	-0.145596294126189
PRAM1	MAPK4	-0.149773153464588
SCPEP1	MAPK4	-0.141411152631503
COMP	MAPK4	-0.302119999592668
LPXN	MAPK4	-0.215854070454284
MCOLN1	MAPK4	-0.184931144727652
CD37	MAPK4	-0.150470731317865
FIRRE	MAPK4	-0.26559085486361
SPN	MAPK4	-0.127428603971276
PVALB	MAPK4	-0.0794586788846471
GNGT2	MAPK4	-0.174805374092359
SSX2IP	MAPK4	0.169799344709619
HLA.DMA	MAPK4	-0.253633800883678
ATP6AP1	MAPK4	0.137502038205702
TUSC3	MAPK4	0.0379531704103913
SYTL5	MAPK4	0.215396918798689
ANGPT4	MAPK4	-0.0989238116710878
SOWAHD	MAPK4	-0.150636847617314
ZFYVE26	MAPK4	-0.123423216916183
CTD.2003C8.2	MAPK4	-0.107152897191889
GRN	MAPK4	-0.096275797363103
RP11.356N1.2	MAPK4	-0.169043256119884
BCHE	MAPK4	-0.0233029730368869
NAGPA	MAPK4	-0.0939242095836172
OLR1	MAPK4	-0.274057971769078
EPHA7	MAPK4	0.00505803588418268
IRF5	MAPK4	-0.203152823009338
HTRA4	MAPK4	-0.234939003672758
MICAL1	MAPK4	-0.275183134055397
SLC11A1	MAPK4	-0.0940314681582019
HLA.DMB	MAPK4	-0.196717425616145
TRIM46	MAPK4	-0.228686082104729
GPR160	MAPK4	0.113100723973897
ANO4	MAPK4	-0.0450533574915065
DNASE1L3	MAPK4	0.00594271866287136
CADM2	MAPK4	0.196665364495902
SLC6A15	MAPK4	0.175244211749878
VGLL1	MAPK4	0.361977212531834
MSR1	MAPK4	-0.0653245649804156
CRLF1	MAPK4	-0.198646081761004
DOCK8	MAPK4	-0.113165658798251
RP5.899E9.1	MAPK4	-0.150419086297109
NOXA1	MAPK4	-0.12803314277836
MAPK4	MAPK4	1
DPCR1	MAPK4	0.0764703624912177
CTD.2319I12.2	MAPK4	-0.247495400859494
HEXB	MAPK4	-0.0912077125956332
MPND	MAPK4	-0.0765495221684404
GM2A	MAPK4	-0.0337442931941092
MS4A7	MAPK4	-0.175972309118352
CYTL1	MAPK4	-0.180812727228004
MCEMP1	MAPK4	0.109087892504075
OR13A1	MAPK4	-0.169946987366213
ZNF589	MAPK4	-0.241828362935713
EDC3	MAPK4	0.0882455619047833
RPP25	MAPK4	0.036802572208859
NOS2	MAPK4	0.160655729315605
PLCB2	MAPK4	-0.2725120264335
TBXA2R	MAPK4	0.0898537891337797
LINC01526	MAPK4	-0.162638532722199
ABCC3	MAPK4	-0.251818743161878
C1orf162	MAPK4	-0.013148136535335
LINC01827	MAPK4	-0.0609929309129481
CRHBP	MAPK4	0.0116618207073727
KMO	MAPK4	-0.0720807141759899
RP11.291B21.2	MAPK4	-0.199717656775634
TMSB15A	MAPK4	0.0704084608320237
CAPG	MAPK4	-0.0632509537196422
EGR2	MAPK4	-0.131879357116563
TMEM251	MAPK4	-0.0169059870190176
GPRIN3	MAPK4	-0.165256153072599
FLVCR2	MAPK4	-0.0215586951456952
LGALS3	MAPK4	-0.0514661061545971
KIAA1161	MAPK4	0.421798389175405
KCNA2	MAPK4	-0.227151277536228
SDCCAG8	MAPK4	-0.0519778530178567
GRM8	MAPK4	0.245286430443749
DDB2	MAPK4	-0.414542544616855
FCER1A	MAPK4	-0.0538558806929576
SNAP25	MAPK4	-0.304264564963479
LINC00632	MAPK4	-0.0986720358169386
CYP2A6	MAPK4	0.111292338592963
SIGLEC11	MAPK4	-0.146271777346765
VSIG4	MAPK4	-0.0485808453944659
HECTD3	MAPK4	-0.0246749097765382
ALDH3A1	MAPK4	0.0412874030568747
DUSP28	MAPK4	-0.0843536736662348
CD207	MAPK4	-0.101871034782118
PRSS21	MAPK4	-0.0388812435245179
AP1G2	MAPK4	-0.237054829469359
ANGPTL5	MAPK4	-0.00126720574407696
ARHGEF10L	MAPK4	-0.276628484365815
HSD3B7	MAPK4	-0.238482953373656
RP4.809F18.1	MAPK4	-0.226490091953406
GPR15	DPCR1	-0.166169185689042
LHX9	DPCR1	0.494104657708536
AHRR	DPCR1	0.0148410051462025
LINC01108	DPCR1	0.345060068028415
ITGAE	DPCR1	-0.0709495980319764
GPR55	DPCR1	0.213349425100732
PKD1L1	DPCR1	-0.212216658481318
GSG2	DPCR1	0.113887066237395
FBP1	DPCR1	0.51170484709349
CYP27A1	DPCR1	0.406186469577063
MYO1A	DPCR1	0.252947055768491
EYA4	DPCR1	-0.357814097009903
KRT79	DPCR1	-0.0334076613475355
CD101	DPCR1	0.242144771607973
SLITRK2	DPCR1	-0.15166392201623
PCDH10	DPCR1	-0.246281334232816
ACOT4	DPCR1	0.586951575283698
STAC	DPCR1	0.0823500080846496
CD52	DPCR1	0.300845900906722
VWC2	DPCR1	-0.263590782235419
CYP1A1	DPCR1	-0.069437918044943
SLC6A12	DPCR1	0.23609624194692
KCND2	DPCR1	-0.158703852233537
ACP5	DPCR1	0.640342221082259
DACH2	DPCR1	-0.22095787117615
CCDC88A	DPCR1	0.221190486222398
PNPLA6	DPCR1	-0.091553003485484
SYT13	DPCR1	-0.2326365020717
PCDH11X	DPCR1	-0.247919971672547
ALOX5	DPCR1	0.258773542680723
PCAT14	DPCR1	-0.0804266661799791
GGA2	DPCR1	0.0378483954734014
PARVG	DPCR1	0.0675313287071024
M1AP	DPCR1	0.300480753420132
ADTRP	DPCR1	0.293806998866199
PHLDA3	DPCR1	0.0571250543271088
CD8B	DPCR1	-0.112802502341471
MAN2B1	DPCR1	0.440785179934538
PPARG	DPCR1	0.381515614925228
PNPLA3	DPCR1	0.396042065878517
JAML	DPCR1	0.152396924502343
PKP1	DPCR1	-0.333019973457915
CSTB	DPCR1	0.509985369806973
ATP6V0D2	DPCR1	0.408499169241512
RP11.621L6.3	DPCR1	0.235055257743851
TCEAL2	DPCR1	-0.257069232997324
GPD1	DPCR1	0.339157882209949
GNAZ	DPCR1	-0.163677144277868
CATSPER1	DPCR1	0.37153959982815
KCNA10	DPCR1	-0.0273833408446858
PLA2G4E	DPCR1	0.530941203110288
AIFM3	DPCR1	0.258741174179475
WDFY4	DPCR1	0.348509162649595
CEACAM21	DPCR1	0.257517676202446
FAM213A	DPCR1	0.486119314235826
DNASE2B	DPCR1	0.439355110729343
NHLH2	DPCR1	0.561706862135452
LINC01637	DPCR1	0.533844799374766
DPP6	DPCR1	-0.391432454100403
GUSB	DPCR1	0.407729376267968
GAPLINC	DPCR1	0.386820238010444
LRRN2	DPCR1	-0.116920763281378
LTA4H	DPCR1	0.603347473994931
ADCY2	DPCR1	-0.31304051025094
CD300LF	DPCR1	0.442908186470742
FFAR4	DPCR1	0.272675460646331
FABP3	DPCR1	0.380178925657945
TREM2	DPCR1	0.524007837930681
FIG4	DPCR1	0.286784689977581
BHLHE41	DPCR1	0.0873055962659637
CYP1B1	DPCR1	0.00322225791226175
RP11.459I19.1	DPCR1	0.366150919506215
EVL	DPCR1	-0.253471275980917
MFSD7	DPCR1	0.229558408444935
CD1A	DPCR1	0.0518255404617337
TMEM130	DPCR1	-0.373789884045824
OR6K3	DPCR1	0.182287700758464
SLCO1B3	DPCR1	0.204444175346615
TMEM257	DPCR1	-0.268261532974775
CEACAM5	DPCR1	0.280344074814218
CYP1A2	DPCR1	-0.144531225202026
FKBP15	DPCR1	0.178657415269993
ELF5	DPCR1	0.788406464839959
PRSS41	DPCR1	0.359814262063896
ADAMTSL4	DPCR1	-0.103206699181762
LUZP2	DPCR1	-0.310029173942779
RP11.20G13.3	DPCR1	-0.038152780143109
LINC00881	DPCR1	0.0477791833770262
PYCARD	DPCR1	0.391618806533664
UNC13A	DPCR1	-0.0228932914416056
AJAP1	DPCR1	-0.0171693850419415
DPP7	DPCR1	0.00903800883531389
JPH4	DPCR1	0.198886380068494
SPNS1	DPCR1	0.386350992307371
ZMYND15	DPCR1	0.509364544852362
SIDT2	DPCR1	-0.151126636252017
DDHD1	DPCR1	-0.190159878154092
FABP5	DPCR1	0.727879914896222
